domain	phylum	class	order	family	genus	otu.id
OTU_464	d:Bacteria	p:Bacteroidota	c:Flavobacteriia	o:Flavobacteriales	f:Flavobacteriaceae	g:Flavobacterium	OTU_464
OTU_467	d:Bacteria	p:Cyanobacteriota	NA	NA	NA	NA	OTU_467
OTU_468	d:Bacteria	p:Bacillota	c:Bacilli	o:Caryophanales	f:Paenibacillaceae	g:Cohnella	OTU_468
OTU_469	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Enterobacterales	f:Erwiniaceae	g:Pantoea	OTU_469
OTU_473	d:Bacteria	NA	NA	NA	NA	NA	OTU_473
OTU_476	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp16	o:Acidobacteria_Gp16_incertae_sedis	f:Acidobacteria_Gp16_incertae_sedis	g:Gp16	OTU_476
OTU_477	d:Bacteria	p:Bacteroidota	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	NA	OTU_477
OTU_478	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp16	o:Acidobacteria_Gp16_incertae_sedis	f:Acidobacteria_Gp16_incertae_sedis	g:Gp16	OTU_478
OTU_479	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Burkholderiales	f:Comamonadaceae	g:Rubrivivax	OTU_479
OTU_481	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Nevskiales	f:Nevskiaceae	g:Stenotrophobium	OTU_481
OTU_482	d:Bacteria	p:Bacteroidota	c:Flavobacteriia	o:Flavobacteriales	f:Weeksellaceae	g:Chryseobacterium	OTU_482
OTU_485	d:Bacteria	p:Bacteroidota	c:Flavobacteriia	o:Flavobacteriales	f:Flavobacteriaceae	g:Flavobacterium	OTU_485
OTU_487	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Solirubrobacterales	NA	NA	OTU_487
OTU_488	d:Bacteria	p:Bacteroidota	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	g:Chitinophaga	OTU_488
OTU_492	d:Bacteria	NA	NA	NA	NA	NA	OTU_492
OTU_493	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	f:Devosiaceae	g:Devosia	OTU_493
OTU_494	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Mycobacteriales	f:Corynebacteriaceae	g:Corynebacterium	OTU_494
OTU_496	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Mycobacteriales	f:Corynebacteriaceae	g:Corynebacterium	OTU_496
OTU_497	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Burkholderiales	f:Comamonadaceae	NA	OTU_497
OTU_498	d:Bacteria	p:Candidatus_Saccharibacteria	c:Candidatus_Saccharibacteria_incertae_sedis	o:Candidatus_Saccharibacteria_incertae_sedis	f:Candidatus_Saccharibacteria_incertae_sedis	g:Saccharibacteria_genera_incertae_sedis	OTU_498
OTU_499	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Micrococcales	f:Jonesiaceae	g:Flavimobilis	OTU_499
OTU_500	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	f:Geminicoccaceae	g:Arboricoccus	OTU_500
OTU_501	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp6	o:Acidobacteria_Gp6_incertae_sedis	f:Acidobacteria_Gp6_incertae_sedis	g:Gp6	OTU_501
OTU_502	d:Bacteria	p:Bacteroidota	c:Flavobacteriia	o:Flavobacteriales	f:Crocinitomicaceae	NA	OTU_502
OTU_503	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Xanthomonadales	f:Xanthomonadaceae	NA	OTU_503
OTU_505	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp6	o:Acidobacteria_Gp6_incertae_sedis	f:Acidobacteria_Gp6_incertae_sedis	g:Gp6	OTU_505
OTU_506	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Solirubrobacterales	NA	NA	OTU_506
OTU_508	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp6	o:Acidobacteria_Gp6_incertae_sedis	f:Acidobacteria_Gp6_incertae_sedis	g:Gp6	OTU_508
OTU_510	d:Bacteria	NA	NA	NA	NA	NA	OTU_510
OTU_511	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Eubacteriales_incertae_sedis_XVII	g:Sulfobacillus	OTU_511
OTU_512	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Lachnospiraceae	NA	OTU_512
OTU_517	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp6	o:Acidobacteria_Gp6_incertae_sedis	f:Acidobacteria_Gp6_incertae_sedis	g:Gp6	OTU_517
OTU_518	d:Bacteria	p:Bacteroidota	NA	NA	NA	NA	OTU_518
OTU_519	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	f:Methylobacteriaceae	g:Microvirga	OTU_519
OTU_520	d:Bacteria	p:Actinomycetota	NA	NA	NA	NA	OTU_520
OTU_522	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	NA	NA	OTU_522
OTU_523	d:Bacteria	NA	NA	NA	NA	NA	OTU_523
OTU_525	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp6	o:Acidobacteria_Gp6_incertae_sedis	f:Acidobacteria_Gp6_incertae_sedis	g:Gp6	OTU_525
OTU_526	d:Bacteria	NA	NA	NA	NA	NA	OTU_526
OTU_533	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Burkholderiales	f:Comamonadaceae	NA	OTU_533
OTU_534	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	NA	NA	OTU_534
OTU_537	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	f:Hyphomicrobiaceae	g:Hyphomicrobium	OTU_537
OTU_539	d:Bacteria	p:Bacteroidota	c:Cytophagia	o:Cytophagales	f:Spirosomaceae	g:Emticicia	OTU_539
OTU_542	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Planctomycetales	f:Planctomycetaceae	NA	OTU_542
OTU_544	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Propionibacteriales	f:Propionibacteriaceae	g:Propionicimonas	OTU_544
OTU_545	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Oscillospiraceae	NA	OTU_545
OTU_546	d:Bacteria	p:Candidatus_Saccharibacteria	c:Candidatus_Saccharibacteria_incertae_sedis	o:Candidatus_Saccharibacteria_incertae_sedis	f:Candidatus_Saccharibacteria_incertae_sedis	g:Saccharibacteria_genera_incertae_sedis	OTU_546
OTU_547	d:Bacteria	p:Actinomycetota	c:Actinobacteria	NA	NA	NA	OTU_547
OTU_551	d:Bacteria	NA	NA	NA	NA	NA	OTU_551
OTU_552	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	f:Azospirillaceae	g:Skermanella	OTU_552
OTU_554	d:Bacteria	NA	NA	NA	NA	NA	OTU_554
OTU_556	d:Bacteria	p:Bacteroidota	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	g:Sediminibacterium	OTU_556
OTU_558	d:Bacteria	p:Bacteroidota	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	g:Chitinophaga	OTU_558
OTU_562	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Burkholderiales	f:Comamonadaceae	g:Aquabacterium	OTU_562
OTU_564	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Burkholderiales	f:Burkholderiaceae	g:Paraburkholderia	OTU_564
OTU_568	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Caulobacterales	f:Caulobacteraceae	g:Phenylobacterium	OTU_568
OTU_573	d:Bacteria	p:Bacillota	c:Bacilli	o:Caryophanales	f:Paenibacillaceae	g:Paenibacillus	OTU_573
OTU_574	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Legionellales	f:Legionellaceae	g:Legionella	OTU_574
OTU_575	d:Bacteria	p:Acidobacteriota	NA	NA	NA	NA	OTU_575
OTU_583	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	NA	OTU_583
OTU_586	d:Bacteria	p:Parcubacteria	c:Parcubacteria_incertae_sedis	o:Parcubacteria_incertae_sedis	f:Parcubacteria_incertae_sedis	g:Parcubacteria_genera_incertae_sedis	OTU_586
OTU_588	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	NA	NA	NA	OTU_588
OTU_590	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Burkholderiales	f:Comamonadaceae	g:Aquabacterium	OTU_590
OTU_591	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	NA	NA	NA	OTU_591
OTU_592	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Mycobacteriales	f:Mycobacteriaceae	g:Mycobacterium	OTU_592
OTU_595	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Gaiellales	f:Gaiellaceae	g:Gaiella	OTU_595
OTU_596	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Pseudomonadales	f:Pseudomonadaceae	g:Pseudomonas	OTU_596
OTU_597	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Isosphaerales	f:Isosphaeraceae	NA	OTU_597
OTU_598	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Propionibacteriales	f:Nocardioidaceae	g:Nocardioides	OTU_598
OTU_599	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp6	o:Acidobacteria_Gp6_incertae_sedis	f:Acidobacteria_Gp6_incertae_sedis	g:Gp6	OTU_599
OTU_600	d:Bacteria	p:Bacteroidota	c:Sphingobacteriia	o:Sphingobacteriales	f:Sphingobacteriaceae	g:Mucilaginibacter	OTU_600
OTU_601	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Clostridiaceae_1	g:Clostridium_sensu stricto	OTU_601
OTU_602	d:Bacteria	p:Bacillota	c:Bacilli	o:Caryophanales	f:Alicyclobacillaceae	g:Alicyclobacillus	OTU_602
OTU_603	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp6	o:Acidobacteria_Gp6_incertae_sedis	f:Acidobacteria_Gp6_incertae_sedis	g:Gp6	OTU_603
OTU_604	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Xanthomonadales	f:Rhodanobacteraceae	g:Dyella	OTU_604
OTU_605	d:Bacteria	p:Actinomycetota	NA	NA	NA	NA	OTU_605
OTU_607	d:Bacteria	p:Bacillota	c:Bacilli	o:Caryophanales	f:Paenibacillaceae	g:Paenibacillus	OTU_607
OTU_608	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Propionibacteriales	f:Nocardioidaceae	g:Nocardioides	OTU_608
OTU_611	d:Bacteria	p:Bacteroidota	c:Flavobacteriia	o:Flavobacteriales	f:Weeksellaceae	g:Chryseobacterium	OTU_611
OTU_613	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Isosphaerales	f:Isosphaeraceae	NA	OTU_613
OTU_617	d:Bacteria	p:Bacillota	c:Bacilli	o:Caryophanales	f:Paenibacillaceae	g:Paenibacillus	OTU_617
OTU_621	d:Bacteria	p:Bacillota	c:Bacilli	o:Caryophanales	f:Paenibacillaceae	g:Paenibacillus	OTU_621
OTU_622	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Gaiellales	f:Gaiellaceae	g:Gaiella	OTU_622
OTU_624	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Burkholderiales	f:Burkholderiaceae	g:Cupriavidus	OTU_624
OTU_625	d:Bacteria	p:Bacillota	c:Bacilli	o:Caryophanales	f:Paenibacillaceae	g:Paenibacillus	OTU_625
OTU_626	d:Bacteria	NA	NA	NA	NA	NA	OTU_626
OTU_630	d:Bacteria	p:Cyanobacteriota	NA	NA	NA	NA	OTU_630
OTU_631	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Nevskiales	f:Nevskiaceae	g:Nevskia	OTU_631
OTU_634	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Xanthomonadales	f:Rhodanobacteraceae	g:Dokdonella	OTU_634
OTU_635	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	f:Brucellaceae	g:Brucella	OTU_635
OTU_639	d:Bacteria	p:Bacteroidota	c:Flavobacteriia	o:Flavobacteriales	f:Flavobacteriaceae	g:Flavobacterium	OTU_639
OTU_643	d:Archaea	p:Euryarchaeota	c:Methanomicrobia	o:Methanosarcinales	f:Methanosarcinaceae	g:Methanosarcina	OTU_643
OTU_645	d:Bacteria	NA	NA	NA	NA	NA	OTU_645
OTU_653	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	NA	NA	NA	OTU_653
OTU_658	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	NA	NA	NA	OTU_658
OTU_659	d:Bacteria	p:Bacteroidota	c:Flavobacteriia	o:Flavobacteriales	f:Flavobacteriaceae	g:Flavobacterium	OTU_659
OTU_660	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodobacterales	f:Paracoccaceae	g:Paracoccus	OTU_660
OTU_662	d:Bacteria	NA	NA	NA	NA	NA	OTU_662
OTU_664	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Burkholderiales	f:Comamonadaceae	g:Aquabacterium	OTU_664
OTU_666	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	f:Hyphomicrobiaceae	g:Pedomicrobium	OTU_666
OTU_667	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	NA	OTU_667
OTU_668	d:Bacteria	p:Candidatus_Saccharibacteria	c:Candidatus_Saccharibacteria_incertae_sedis	o:Candidatus_Saccharibacteria_incertae_sedis	f:Candidatus_Saccharibacteria_incertae_sedis	g:Saccharibacteria_genera_incertae_sedis	OTU_668
OTU_672	d:Bacteria	p:Nitrospirota	c:Nitrospiria	o:Nitrospirales	f:Nitrospiraceae	g:Nitrospira	OTU_672
OTU_679	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Gaiellales	f:Gaiellaceae	g:Gaiella	OTU_679
OTU_681	d:Bacteria	p:Bacillota	NA	NA	NA	NA	OTU_681
OTU_684	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp6	o:Acidobacteria_Gp6_incertae_sedis	f:Acidobacteria_Gp6_incertae_sedis	g:Gp6	OTU_684
OTU_690	d:Bacteria	p:Bacteroidota	c:Flavobacteriia	o:Flavobacteriales	f:Crocinitomicaceae	g:Fluviicola	OTU_690
OTU_693	d:Bacteria	p:Bacillota	c:Bacilli	o:Caryophanales	f:Paenibacillaceae	g:Paenibacillus	OTU_693
OTU_694	d:Bacteria	p:Verrucomicrobiota	c:Verrucomicrobiia	o:Verrucomicrobiales	f:Verrucomicrobiaceae	g:Brevifollis	OTU_694
OTU_695	d:Bacteria	p:Actinomycetota	c:Acidimicrobiia	o:Acidimicrobiales	f:Iamiaceae	g:Rhabdothermincola	OTU_695
OTU_696	d:Bacteria	NA	NA	NA	NA	NA	OTU_696
OTU_697	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Sphingomonadales	f:Erythrobacteraceae	g:Erythrobacter	OTU_697
OTU_698	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Pseudomonadales	f:Pseudomonadaceae	g:Pseudomonas	OTU_698
OTU_700	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Pseudomonadales	f:Pseudomonadaceae	g:Pseudomonas	OTU_700
OTU_702	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	NA	NA	OTU_702
OTU_706	d:Bacteria	p:Verrucomicrobiota	c:Verrucomicrobiia	o:Verrucomicrobiales	f:Verrucomicrobiaceae	g:Prosthecobacter	OTU_706
OTU_708	d:Bacteria	p:Bacillota	c:Bacilli	o:Caryophanales	f:Paenibacillaceae	g:Paenibacillus	OTU_708
OTU_709	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Xanthomonadales	f:Rhodanobacteraceae	NA	OTU_709
OTU_710	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Solirubrobacterales	NA	NA	OTU_710
OTU_714	d:Bacteria	p:Bacteroidota	c:Flavobacteriia	o:Flavobacteriales	f:Crocinitomicaceae	g:Fluviicola	OTU_714
OTU_715	d:Bacteria	p:Bacteroidota	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	g:Chitinophaga	OTU_715
OTU_716	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	NA	NA	NA	OTU_716
OTU_717	d:Bacteria	p:Verrucomicrobiota	NA	NA	NA	NA	OTU_717
OTU_718	d:Bacteria	p:Bacillota	c:Erysipelotrichia	o:Erysipelotrichales	f:Turicibacteraceae	g:Turicibacter	OTU_718
OTU_720	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	NA	NA	NA	OTU_720
OTU_725	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Nitrosomonadales	f:Methylophilaceae	g:Methylotenera	OTU_725
OTU_731	d:Bacteria	p:Bacillota	c:Bacilli	o:Caryophanales	f:Paenibacillaceae	g:Paenibacillus	OTU_731
OTU_732	d:Bacteria	p:Bacteroidota	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	NA	OTU_732
OTU_741	d:Bacteria	p:Bacteroidota	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	g:Taibaiella	OTU_741
OTU_744	d:Bacteria	NA	NA	NA	NA	NA	OTU_744
OTU_746	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Mycobacteriales	f:Mycobacteriaceae	g:Mycobacterium	OTU_746
OTU_747	d:Bacteria	p:Verrucomicrobiota	c:Spartobacteria	o:Spartobacteria_incertae_sedis	f:Spartobacteria_incertae_sedis	g:Spartobacteria_genera_incertae_sedis	OTU_747
OTU_748	d:Archaea	p:Euryarchaeota	c:Methanobacteria	o:Methanobacteriales	f:Methanobacteriaceae	g:Methanobacterium	OTU_748
OTU_751	d:Bacteria	p:Acidobacteriota	c:Blastocatellia	o:Blastocatellales	f:Blastocatellaceae	g:Stenotrophobacter	OTU_751
OTU_755	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Streptosporangiales	f:Thermomonosporaceae	g:Actinomadura	OTU_755
OTU_757	d:Bacteria	p:Bacillota	c:Bacilli	o:Caryophanales	f:Paenibacillaceae	g:Paenibacillus	OTU_757
OTU_758	d:Bacteria	NA	NA	NA	NA	NA	OTU_758
OTU_761	d:Bacteria	p:Chlamydiota	c:Chlamydiia	o:Chlamydiales	f:Parachlamydiaceae	g:Neochlamydia	OTU_761
OTU_768	d:Bacteria	p:Bacteroidota	c:Cytophagia	o:Cytophagales	f:Spirosomaceae	g:Runella	OTU_768
OTU_769	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	NA	NA	NA	OTU_769
OTU_770	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Propionibacteriales	f:Nocardioidaceae	g:Nocardioides	OTU_770
OTU_775	d:Bacteria	p:Actinomycetota	c:Actinobacteria	NA	NA	NA	OTU_775
OTU_779	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp6	o:Acidobacteria_Gp6_incertae_sedis	f:Acidobacteria_Gp6_incertae_sedis	g:Gp6	OTU_779
OTU_780	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Mycobacteriales	f:Nocardiaceae	g:Rhodococcus	OTU_780
OTU_781	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Propionibacteriales	f:Nocardioidaceae	g:Marmoricola	OTU_781
OTU_782	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Bifidobacteriales	f:Bifidobacteriaceae	g:Bifidobacterium	OTU_782
OTU_783	d:Bacteria	p:Verrucomicrobiota	c:Verrucomicrobiia	o:Verrucomicrobiales	f:Verrucomicrobiaceae	g:Luteolibacter	OTU_783
OTU_784	d:Bacteria	p:Bacteroidota	c:Flavobacteriia	o:Flavobacteriales	f:Flavobacteriaceae	g:Flavobacterium	OTU_784
OTU_787	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Mycobacteriales	f:Mycobacteriaceae	g:Mycobacterium	OTU_787
OTU_789	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Micropepsales	f:Micropepsaceae	NA	OTU_789
OTU_792	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	f:Phyllobacteriaceae	g:Mesorhizobium	OTU_792
OTU_794	d:Bacteria	p:Verrucomicrobiota	NA	NA	NA	NA	OTU_794
OTU_795	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Rhizorhabdus	OTU_795
OTU_796	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	f:Reyranellaceae	g:Reyranella	OTU_796
OTU_797	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	NA	NA	OTU_797
OTU_798	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Mycobacteriales	f:Corynebacteriaceae	g:Corynebacterium	OTU_798
OTU_801	d:Bacteria	p:Bacillota	c:Bacilli	o:Lactobacillales	f:Streptococcaceae	g:Streptococcus	OTU_801
OTU_803	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Legionellales	f:Legionellaceae	g:Legionella	OTU_803
OTU_804	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Isosphaerales	f:Isosphaeraceae	NA	OTU_804
OTU_805	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp6	o:Acidobacteria_Gp6_incertae_sedis	f:Acidobacteria_Gp6_incertae_sedis	g:Gp6	OTU_805
OTU_806	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Micrococcales	NA	NA	OTU_806
OTU_809	d:Bacteria	NA	NA	NA	NA	NA	OTU_809
OTU_814	d:Bacteria	NA	NA	NA	NA	NA	OTU_814
OTU_816	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Rhodocyclales	f:Zoogloeaceae	g:Zoogloea	OTU_816
OTU_817	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Oscillospiraceae	NA	OTU_817
OTU_820	d:Bacteria	p:Bacteroidota	c:Sphingobacteriia	o:Sphingobacteriales	f:Sphingobacteriaceae	g:Daejeonella	OTU_820
OTU_822	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Kineosporiales	f:Kineosporiaceae	NA	OTU_822
OTU_823	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp3	o:Acidobacteria_Gp3_incertae_sedis	f:Acidobacteria_Gp3_incertae_sedis	g:Gp3	OTU_823
OTU_827	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	f:Geminicoccaceae	NA	OTU_827
OTU_828	d:Bacteria	p:Gemmatimonadota	c:Gemmatimonadia	o:Gemmatimonadales	f:Gemmatimonadaceae	g:Gemmatimonas	OTU_828
OTU_829	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Caulobacterales	f:Caulobacteraceae	g:Phenylobacterium	OTU_829
OTU_830	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Gaiellales	f:Gaiellaceae	g:Gaiella	OTU_830
OTU_831	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Burkholderiales	f:Comamonadaceae	g:Tepidimonas	OTU_831
OTU_832	d:Bacteria	p:Actinomycetota	c:Actinobacteria	NA	NA	NA	OTU_832
OTU_833	d:Bacteria	p:Chlamydiota	c:Chlamydiia	o:Chlamydiales	NA	NA	OTU_833
OTU_842	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Micrococcales	f:Micrococcaceae	g:Kocuria	OTU_842
OTU_843	d:Bacteria	p:Verrucomicrobiota	c:Verrucomicrobiia	o:Verrucomicrobiales	f:Verrucomicrobiaceae	g:Luteolibacter	OTU_843
OTU_844	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp6	o:Acidobacteria_Gp6_incertae_sedis	f:Acidobacteria_Gp6_incertae_sedis	g:Gp6	OTU_844
OTU_849	d:Bacteria	p:Bacteroidota	NA	NA	NA	NA	OTU_849
OTU_851	d:Bacteria	p:Bacteroidota	c:Sphingobacteriia	o:Sphingobacteriales	f:Sphingobacteriaceae	g:Mucilaginibacter	OTU_851
OTU_854	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	NA	NA	NA	OTU_854
OTU_855	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Micrococcales	f:Microbacteriaceae	g:Microbacterium	OTU_855
OTU_856	d:Bacteria	p:Bacteroidota	NA	NA	NA	NA	OTU_856
OTU_858	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Nitrosomonadales	f:Thiobacillaceae	g:Thiobacillus	OTU_858
OTU_860	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_860
OTU_861	d:Bacteria	p:Actinomycetota	c:Acidimicrobiia	o:Acidimicrobiales	f:Iamiaceae	g:Aquihabitans	OTU_861
OTU_862	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Caulobacterales	f:Caulobacteraceae	NA	OTU_862
OTU_863	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp4	o:Acidobacteria_Gp4_incertae_sedis	f:Acidobacteria_Gp4_incertae_sedis	g:Gp4	OTU_863
OTU_865	d:Bacteria	p:Pseudomonadota	c:Deltaproteobacteria	o:Myxococcales	NA	NA	OTU_865
OTU_867	d:Bacteria	NA	NA	NA	NA	NA	OTU_867
OTU_868	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	NA	NA	NA	OTU_868
OTU_871	d:Bacteria	p:Candidatus_Saccharibacteria	c:Candidatus_Saccharibacteria_incertae_sedis	o:Candidatus_Saccharibacteria_incertae_sedis	f:Candidatus_Saccharibacteria_incertae_sedis	g:Saccharibacteria_genera_incertae_sedis	OTU_871
OTU_872	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	NA	NA	NA	OTU_872
OTU_875	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Propionibacteriales	f:Nocardioidaceae	g:Nocardioides	OTU_875
OTU_876	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	f:Azospirillaceae	g:Skermanella	OTU_876
OTU_877	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Micropepsales	f:Micropepsaceae	NA	OTU_877
OTU_878	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Lachnospiraceae	g:Anaerocolumna	OTU_878
OTU_882	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Micromonosporales	f:Micromonosporaceae	NA	OTU_882
OTU_884	d:Bacteria	p:Bacillota	c:Bacilli	o:Caryophanales	f:Bacillaceae	NA	OTU_884
OTU_885	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Massilia	OTU_885
OTU_887	d:Archaea	p:Nitrososphaerota	c:Nitrososphaeria	o:Nitrososphaerales	f:Nitrososphaeraceae	g:Nitrososphaera	OTU_887
